Character,Line
GEORGE," You know, I'm a little nervous."
JERRY, Why?
GEORGE," Well, you know... the friend meeting the new woman. I feel 
              like I'm"
JERRY, I don't know how long this is gonna last.
GEORGE, Really? I thought you liked her.
JERRY," I do... she's got like a jealousy thing. She doesn't like 
              me having"
GEORGE," You know, it's a miracle you're not married.  Hey, 
              I'm not"
JERRY," Hi, Nina.  This is my friend George."
NINA," How nice to meet you, I've heard a lot about you. "
JERRY,"  Hey, look at this 
              guy!"
KRAMER, Yeah!
JERRY,  I brought George up to see some of your paintings.
NINA," Oh, are you interested?"
GEORGE,"  Um... yeah! Sure, sure I'm interested."
KRAMER," George, you gonna buy a painting?"
GEORGE,"  Yeah, sure."
NINA, Are you an art-lover?
GEORGE, I am an art-adorer! I adore art.
NINA," Great! Well, take a look around. Pick out something you like."
JERRY, May I? 
NINA,"  Get outta here!  Here, play with this. (hands"
JERRY, What's this?
NINA, My father gave me four tickets to the Yankee game for Saturday
JERRY,"  Oh, Saturday... I'm working, I'm 
              going"
NINA," Oh, well. I'm not gonna go without you. Do you guys want 
              'em?"
KRAMER,  Yeah.
JERRY," They're right behind the dugout, George, first row!"
GEORGE," Behind the dugout, are you kidding? How did you get them?"
NINA," Oh, my father's the Yankees accountant... it's the owner's 
              box."
GEORGE," All my life I've dreamed of sitting front row, behind the 
              dugout!"
NINA," (gesturing towards a small, ugly painting George was apparently 
              look-"
GEORGE," Look at where we are!  He's 
              not"
USHER," No, no, these are your seats."
GEORGE, She said first row! Right behind the dugout!
ELAINE," Well, it's the second row. It's just as good."
GEORGE," I was all primed for the first row; I was gonna put my 
              feet up"
ELAINE," Would you shut up? These are great! You can't get any better 
              than"
GEORGE," Oh, there's better,  
              right"
KRAMER," Right.  Oh boy... okay, who wants a dog? 
              (Kramer"
ELAINE, I could've been at my boss' son's bris right now.
GEORGE,  You're supposed to do that?
ELAINE,"  Yeah.  What makes you think anyone would 
              want to"
GEORGE, I'd rather go to a hanging.
ELAINE," Anyway, I called him back... I told him I had to go visit 
              my father"
KRAMER,"  YOU BETTER CATCH 
<!-- BeginAd01 --><!-- EndAd -->
              IT,"
MAN, George?
GEORGE, Yeah?
MAN," Hi. I'm Leonard West, Nina's father."
GEORGE," Hi! Mr. West, this is my friend Elaine--"
ELAINE, Hi!
KRAMER,"  HEY, 230 AIN'T GONNA CUT IT IN THIS TOWN, 
              BABE!"
GEORGE, --and this is Kramer.
KRAMER," Oh, hey."
WEST, So how are the seats?
GEORGE, Okay.
ELAINE," Great, great."
KRAMER, Yeah.
WEST," George, I heard you bought one of Nina's paintings."
GEORGE," Yeah, it's being framed right now. I don't even know what 
              it costs."
WEST," Well, if you have a lot of money."
WEST,"  Well, enjoy the game.  I think 
              you"
ELAINE,  Yeah. I better!
WEST," No, no, no. Seriously. You're in the owner's box, and I don't"
ELAINE, You're not serious.
WEST," Yes, yes, yes, I am!"
ELAINE," Well, did he say that?"
WEST," No, no, but he gave me the seats. I don't think he'd like 
              it if"
ELAINE, Well maybe you should ask him!
WEST," I don't have to ask him! Now are you gonna take the hat off 
              or"
ELAINE," No! I don't have to take it off, why should I take it off? 
              This"
GEORGE, Just take the cap off.
ELAINE," George, we are at a baseball game! This is America!"
WEST," Look. Either you take the cap off, or you'll have to leave."
ELAINE," Well, I don't care, I'm not taking it off."
GEORGE, Just take the cap off!
ELAINE, No!
KRAMER, Hey! Just wait a minute. We just got here!
GEORGE,  Do you want us to go with you?
KRAMER,"  I'll go get your hat, George."
ELAINE,  Stay!
GEORGE," Okay, we'll go!"
is," the ball knocks him squarely in the head, he falls off the 
              dugout onto"
ELAINE," ...and then the ball hits him in the head and he falls 
              right over"
JERRY, Is he okay?
ELAINE," Well, yeah, he's fine! We took him to the emergency room, 
              and you"
JERRY," This is the most amazing story I've ever heard--why did 
              he want you"
ELAINE, I know! Can you imagine that?
JERRY, How you feeling?
KRAMER," Oh, yeah, yeah, I'm fine, I'm fine.  
              Hey,"
ELAINE, Wha- a picture?
KRAMER, A picture.
ELAINE, OUR PICTURE'S IN THERE??
KRAMER, Uh-huh.
ELAINE,  I cannot believe this!
JERRY,  There's George!
KRAMER," Yup, yup!"
ELAINE," Ohmygod! Lippman could see this! He thinks I was visiting 
              my father!"
ELAINE," Hi, Mr. Lippman."
LIPPMAN,How's your father?
ELAINE," My, my father?"
LIPPMAN,"Yeah. You, you went to see him, right?"
ELAINE, Yeah.
LIPPMAN,Uh-huh.
ELAINE, I went to visit him.
LIPPMAN,"Uh-huh. So, what was wrong with him?"
ELAINE," Well, you name it, uh, neuritis, uh, neuralgia..."
LIPPMAN,But--but he's feeling better now?
ELAINE," Um, yup. Yes, yes, it just... such a miracle, um. My visit 
              must have"
LIPPMAN, Boo-eed.
ELAINE, What--what did I say?
LIPPMAN,"You said ""boyed."""
ELAINE, I did?
LIPPMAN,Yeah.
LIPPMAN,"Well, I got a plane to catch."
ELAINE, Oh! Where are you going?
LIPPMAN,"Going to Houston. It's a publisher's convention.  
              Can I have"
ELAINE, Ah. ...Yeah.
LIPPMAN,"I've been saving it for the plane. I never miss the Sunday 
              sports"
ELAINE," There's nothing to read, it's just yesterday's news. You 
              know, the"
LIPPMAN,"Right, right. (starts to take the paper from Elaine's hand; 
              Elaine"
ELAINE," Wha-- oh!  Oh, god!  That is 
              the THIRD"
LIPPMAN,Gotta go.
ELAINE," Okay! Well, you know, have a nice trip, and uh... alrighty! 
              "
MRS.ARM,"I sense great vulcrability. A land child crying out for 
              love, an"
MRS.ARM,"A sexually-depraved miscrient, who is seeking to gratify 
              only his"
NINA," She was a guest of my father's. She should've taken the cap 
              off."
JERRY," It's preposterous! They ask someone to take off a baseball 
              cap"
MRS.ARM,"He is struggled, he is man-struggled. He lifts my spirit!"
JERRY," Look, I'm really getting tired off all the fighting. Maybe 
              we"
NINA," Oh, well, you wouldn't want that because you always have 
              to"
JERRY," Well, I like to remain friends with people I was friends 
              with!"
NINA," Hey -- why don't you just go then! And -- oh, give this to 
              George."
MRS.ARM,He transcends time and space.
MRS.ARM,I love it.
GEORGE, Five-hundred dollars?! What?
JERRY, That's what she told me!
GEORGE, I'm not paying $500 for this! It's a piece of junk!
JERRY, That's what it costs!
GEORGE, Why did you even take it? You broke up with her!
JERRY, I wasn't thinking! I don't know.
GEORGE, You weren't thinking.
JERRY," Well, she framed it and everything."
GEORGE," Well, I'm not buying it. No way. Forget it. No way I'm 
              buying this!"
JERRY," Do you want me to paint you something? I'd love to paint 
              you some-"
GEORGE," I'm not paying for this. If you were going out with her, 
              it'd be a"
KRAMER,"  This was in 
              front of your"
GEORGE," Hey, Kramer."
KRAMER," Hi, Mike."
JERRY,"  Wow, a letter from Nina!"
KRAMER,"  Whoa, man! That is the ugliest thing 
              I've ever"
JERRY,  Oh my god!
GEORGE, What?
JERRY," This is amazing, you can't believe this!"
GEORGE, What's it say?
JERRY," Listen to this ""I don't know what you expect to find 
              out there,"
GEORGE, WOW!
KRAMER,  She's deep.
JERRY,"  ""...'cause that's what you need to do 
              to prove I'm not"
KRAMER," You know Jerry, she sounds like a poet!"
JERRY," No one's ever written me a letter like this. Maybe I was 
              wrong about"
KRAMER,"  Yeah! Get in there and 
              give her a"
JERRY, Should I?
KRAMER,"  YES! YOU'RE DAMN RIGHT YOU SHOULD!  
              Fight"
JERRY," ALL RIGHT, all right! I'll call her."
JERRY," SHOT!  I told ya! 
              (the inter-"
GEORGE,  It's George.
JERRY," Come on up.  Well, now we gotta get a posse together. 
              I love"
NINA, What's the appeal of the posse?
JERRY," The appeal of the posse? The posse has tremendous appeal. 
              Get away"
NINA," Hello, George."
GEORGE," Hey, Nina!  I owe you some money, don't I?"
NINA," Well, I really love that piece."
GEORGE," Oh, yeah, me too, me too. Boy oh boy oh boy...! You know, 
              in fact, "
NINA," No, no no no, George! A deal's a deal. I want you to have 
              it!"
GEORGE," This could be in a museum some day! It's not safe with 
              me! It should"
NINA," Honestly, George, the money's not important."
GEORGE, Who said anything about money? 
JERRY, Yeah?
ELAINE,  It's Elaine.
JERRY, Come on up.
NINA, Elaine?
JERRY, ...Yeah.
NINA,"  This person does not believe in telephones, 
              does she?"
JERRY," She likes the pop-in. I've told her how I hate the pop-in. 
              (pointing"
GEORGE, I just popped in now. I'm a big pop-in guy.
JERRY, Yeah.
GEORGE, How 'bout Kramer.
JERRY, HUGE pop-in guy!
NINA," Well, I was leaving anyway, so, uh, we're on for tomorrow?"
JERRY, Yeah.
NINA, Okay.
JERRY, Okay!
NINA, Bye. 
ELAINE,  Hello!
ELAINE,"  Chatty gal.  Lippman's coming back tomorrow, 
              I'll"
JERRY," If he noticed, he would have called you from Houston!"
ELAINE," No, he wants to torture me. "
ELAINE,"  Oh! Would you gimme the clicker? I hate it when 
              you're the"
JERRY,  I'm a great clicker! 
ELAINE," You're all over the dial! You don't know what you want! 
              I've never"
JERRY, Let go!
ELAINE," No, come on! I want it, Jerry!"
JERRY," Let go, Elaine!"
ELAINE, Well at least let George do it!
JERRY," Oh, George can't click! "
GEORGE,"  Give it! Give it! 
              (he finally"
JERRY," Wait, wait a second! Go back, go back to that. (they watch 
              it a little"
ELAINE," It's Chapter 2, it's Neil Simon."
JERRY,"  Wait a second... wait a second!! (he watches 
              the TV"
ELAINE, What letter?
JERRY," This is the letter she wrote to me, she stole it right from 
              the movie!"
JERRY," ""...'cause you don't even make the slightest effort 
              to offer happiness"
GEORGE, This is incredible!
JERRY," I always thought there was something funny about this letter! 
              She cop-"
GEORGE, Maybe I won't send her that check.
ELAINE," You know, it's not really that terrible. "
JERRY," What are you talking about? She completely misrepresented 
              herself!"
LIPPMAN,"...yeah, yeah. But she wouldn't take the cap 
              off? "
ELAINE," Um, oh, it's Townscend, which is NEAR Baltimore."
LIPPMAN,"Yeah, but you're an Oriole fan, right?"
ELAINE," Well, uh, fan. My father--"
LIPPMAN,"Anyway, she refused to take the cap off; caused a whole 
              big scene!"
ELAINE, Really?
LIPPMAN,Yeah.
ELAINE, So... impudent.
LIPPMAN,"Yeah, so Lenny gave me the tickets for tomorrow night. 
              I'm inviting"
ELAINE,"  Ah. I've-I've got plans, though, Mr. Li--"
LIPPMAN,"Well, break 'em. You missed the bris, I want you at the 
              game."
ELAINE,  Okay.
LIPPMAN,"Good.  Oh--and Elaine. You know 
              the Baltimore"
ELAINE, That will be fun.
JERRY, How's it coming?
NINA," Good, good."
JERRY, Seen any good movies lately?
NINA, No... not really. You?
JERRY," No. I like a good comedy. You know, like a Neil Simon? You 
              like Neil"
NINA," Neil Simon? Uh, some of his stuff."
JERRY," I've seen MOST of it. I guess my favorite would have to 
              be, uh..."
