"Character","Line"
"george"," Sorry, it's a new coat. It's Gore-Tex."
"elaine"," What is this? "
"elaine"," Excuse me."
"elaine"," It was a little hair. I took it off."
"elaine"," Okay, fine, we'll just wait until she calls the number."
"george"," I really can't comprehend how stupid people can be sometimes. 
        Can you comprehend it?"
"kramer"," Yeah, on one hand he's smart with rockets and on the other part 
        he's dumb with parking. . . . It's cold out here huh?"
"kramer"," They look comfortable."
"jerry"," No, out of the question."
"jerry"," All right . . . I once had a hair in my Farina and I freaked out."
"george"," We're really late now. We're in big trouble. Big trouble."
"george"," Yes!"
"jerry"," My stomach, I , I think it was that cookie."
"jerry"," I feel like I'm going to throw up."
"jerry"," Fourteen years down the drain."
"george"," We bought the wine here before, but now we're blocked in by some 
        car that's double parked and we're just waiting for the guy to pull out."
"elaine"," How was it?"
"jerry"," Oh, no thanks. "
"george"," I had to give it to the liquor store guy."
"jerry"," What for?"
"elaine"," No thanks. Yeah, Yeah I'll hold."
"elaine"," Yeah! Pendant's publishing his new book, and I'm working 
              on it! "
"elaine"," But it's a line from that song!"
"george"," No, anything."
"jerry"," She doesn't open?"
"george"," I was curious! "
"jerry"," Isn't that against the law?"
"elaine"," All right.. this is too fun I gotta get back to work."
"george"," Whatever.  Hey new tape recorder?"
"jerry"," Yeah, got it from the bank."
"kramer","  Who wants to have some fun!"
"george"," I do."
"kramer"," Right now there six-hundred Titleists that I got at the 
              driving "
"jerry"," Yeah pluggin' along."
"jerry"," Marine biology."
"george"," Diane DeConn? You saw Diane DeConn!"
"jerry"," Something huh?"
"george"," George! She said George? She remembered my name. Diane 
              DeConn "
"jerry"," Yeah she asked for your number, I think she's gonna get 
              in touch with"
"george"," Oh my god he's not kidding."
"jerry"," Now I should tell you at this point she's under the impression 
              the "
"george"," But I'm not a marine biologist!"
"jerry"," I'm aware of that."
"george"," What if she calls. What will I say?"
"jerry"," Hey."
"kramer"," I stink! I can't play! The ball is just sitting there, 
              Jerry, and"
"jerry"," What, what, what's wrong with you?"
"elaine"," There you are!"
"elaine"," ""War-- What is it go for?""!"
"elaine"," Please."
"elaine"," Well where is it, give it to me!"
"elaine"," One million."
"elaine"," Ya, 308. I'm crazy for doing this!"
"elaine"," Oh. Listen, you have the tape-recorder."
"jerry"," Oh! Ramscy&lt;?&gt;, great great book if I my say so sir. 
              I almost read the"
"jerry"," Right in the head!"
"kramer"," Come on George, finish the story."
"george"," I got about fifty-feet out and then suddenly the great 
              beast"
"jerry"," Mammal."
"elaine"," Are you in a bad mood?"
"george"," Sand. It's everywhere"
"jerry"," You're not gonna have any? "
"jerry"," You won't even taste it? "
"elaine"," Dump her. "
"elaine"," I got a pebble. "
"kramer"," Do it. Do it. This. "
"elaine"," Like... <i></i> Like this? "
"kramer"," It's uncanny! It's like they chopped off your arms and legs, 
        dipped you in plastic, and screwed you back all together, and stuck you 
        on a pedestal. It's really quite exquisite. "
"jerry"," <i></i> Uh... may I help you? <i></i> "
"kramer"," Real Boss! "
"elaine"," I'm going down there. "
"george"," I'm gonna go with you. I gotta get a new suit. I got a second 
        interview with MacKenzie, and I think I'm really close. They're all taking 
        me out to lunch on Friday. "
"george"," You think so? "
"elaine"," I'm sorry. You can't tell me where the mannequin came from? "
"george"," So you think you can put the suit aside and hold it for me? "
"jerry"," <i></i> Uh... Excuse 
        me. I couldn't help but notice you offered her a piece of your pie. "
"george"," <i></i> You know honey for an unadvertised 
        sale, you're doing a lot of yapping about it. "
"jerry"," The pies. I'm going to the bathroom. You know. <i></i>
"
"kramer"," Hey. These are for you Olive. "
"george"," How could he not have washed? "
"jerry"," Even if you're not gonna soap up, at least pretend for my benefit. 
        Turn the water on, do something. "
"kramer"," Is that Elaine mannequin still there? "
"elaine"," There's this blind guy at a party I was at, and he felt my face 
        for a really long time. You know, to see what I looked like. He almost 
        put his finger up my nose. "
"george"," This MacKenzie, he's a bit of a nut. Someone told me he fired 
        the last guy because his nose whistled when he breathed. "
"jerry"," So you think you're not gonna get the job because your pants make 
        a noise? "
"kramer"," Hey Jerry, I saw your girlfriend was in here before. "
"jerry"," Was it apple? "
"elaine"," Hmm... No you don't. "
"elaine"," You think you can pose me however you want? That's my ass in 
        your window! "
"jerry"," I don't know about you, but I'm getting a hankering for some doublemint 
        gum. I'm dropping you off at work, right? "
"george"," No, I didn't hear anything. "
"jerry"," Hello. "
"jerry"," Pretty good, wasn'it? I told you you should've tasted it. "
"jerry"," Tell her you lost your itch. "
"george"," Did you ever solve the riddle of the pie? "
"jerry"," No. That's one for the ages. But I think they're gonna put Poppie 
        away for a long long time. "
"elaine"," Well, I don't know, don't ask me any more questions about jokes, 
        Jerry, it puts too much pressure on me."
"elaine"," Yeah, how about her?"
"kramer"," Great, I'm gonna bring Toby."
"george"," How about Bozo?"
"george"," And the TV show! He had cartoons!"
"george"," Nah, I have asthma. &lt;Robin's kid grabs George's leg from under 
        the table, and George struggles.&gt;"
"elaine"," Nope."
"elaine"," Oh...well..."
"george"," B-O-Z-O? "
"george"," How can you call yourself a clown and not know who Bozo is?"
"george"," Alright, just forget it."
"george"," Ah, great, great. &lt;sniffs&gt; What's that smell? Smoke? &lt;walks 
        to the kitchen&gt; Hey everybody, I think I smell some smoke back here...&lt;smoke 
        boils into the doorway.&gt; FIRE! FIRE! Get out of the way!"
"george"," Yeah. I may have stepped on her arm, too, I don't know."
"jerry"," You probably couldn't see because of the smoke."
"george"," In a manner of speaking."
"jerry"," Well, it's honest."
"george"," Yeah. Eric the Clown put it out with his big shoe."
"jerry"," By the way, did you see this? &lt;Hands George a magazine&gt;"
"george"," You know what you oughta do. You should go to her office and 
        heckle her. "
"jerry"," Yeah, right."
"george"," Well, go ahead! Do it!"
"jerry"," Why can't I?"
"george"," What...are you using my babies now?"
"jerry"," Hey, nice shoes. What, you wear sandals to work? It's always nice 
        to walk into a room and get the aroma of feet. That's real conducive to 
        the work atmosphere. I'm sure your co-workers really appreciate it. 'Hey, 
        let's go eat in Toby's office. Great idea! We can check on her bunions!'"
"kramer"," No, I jumped on the bus. I told the driver, ""I got a toe 
        here, buddy - step on it."""
"kramer"," Yeah. Yeah, I am Batman. Then the mugger, he comes to, and he 
        starts chokin' me! So I'm fightin' him off with one hand and I kept drivin' 
        the bus with the other, y'know? Then I managed to open up the door, and 
        I kicked him out the door with my foot, you know - at the next stop."
"kramer"," Well, it's a valuable appendage."
"elaine"," Why don't you just shut the f-"
"jerry"," Damn right! We've been lapdogs long enough!"
"jerry"," Gotta go. &lt;heads out on stage&gt;"
"george"," O.k....&lt;is about to explain. Cut to Jerry on-stage.&gt;"
"jerry"," I mean, Bozo the Clown...does he really need ""the clown"" 
        in his title, as clown? Bozo, ""the"" clown? Are we going to confuse 
        him with Bozo the district attorney? Bozo the pope? There's no other Bozo..."
"elaine"," When's Rachel comin' out?"
"jerry"," No lines."
"jerry","  Oh this is interesting."
"kramer"," Yo yo ma."
"elaine"," Why do you think we're getting the sneak preview?"
"elaine"," Ugghh."
"elaine"," Uh, I couldn't look. It was like the Pekinese."
"elaine"," No, I don't think so."
"elaine","  Pretty gorgeous."
"kramer"," Yeah, and they're fresh! Right out of the ocean."
"george"," Oh you mean face down on her chest."
"jerry"," No."
"george"," You mean she just laid there topless?"
"george"," Well, how good a look did you get?"
"jerry"," Well what'd you mean?"
"george"," Stop it, stop it! It's not fair. It's not fair. I don't 
              like"
"jerry"," What do you want me to do? You wanna see Rachel naked?"
"elaine"," Nobody ever called me breathtaking before."
"elaine"," I can be very clever."
"george"," I'm sorry, uh, it's not like I'm gonna see something I've 
              never"
"jerry"," You might have."
"george"," No, I was just wondering... if you guys, uh, had any gum."
"jerry"," Oh! So you were swimming in the pool, and you wanted some 
              gum."
"elaine"," Why does it shrink?"
"george"," It just does."
"jerry","  Easy big fella."
"kramer"," Ahhh! "
"elaine"," Some night, huh?"
"elaine"," Some ugly baby, huh?"
"jerry"," You don't understand. This organ, it's very... schizophrenic."
"kramer"," I'm afraid I couldn't do that."
"kramer"," Heyahhh!"
"jerry","  Hey, look at this guy."
"george"," Not that much. You know, they tend to shrink in the water."
"jerry"," Well, I guess I gotta go, too."
"george"," Ah, I guess I should go up and apologize."
"jerry"," They got some sort of program."
"george"," Hot? &lt;Feels Tartabull's material.&gt; What is this?"
"george"," I can't believe you're not playing in cotton."
