"X","X.1"
"Patrick","  Nice place you got in here."
"SpongeBob"," I can't understand what were doing wrong."
"Patrick","  Not the way I use them!"
"SpongeBob"," Yet they sell millions of bags a day!"
"Patrick"," The kill!"
"SpongeBob"," If we keep exaggerating the truth, we'll be fancy living in no time!"
"Patrick"," You'll walk through walls!"
"SpongeBob","  You'll rule the world!"
"SpongeBob","  No! Don't hurt us. Please don't hurt me. No no. Please..."
"SpongeBob","  Psst. Hey, Mermaid Man, get a Krabby Patty."
"Mr. Krabs"," The boys eyes are bigger than his stomach. "
"SpongeBob","  Are you okay, Mermaid Man? Oh, how are you going to beat those three guys all by yourself?"
"SpongeBob"," I do!"
"Sandy"," I do!"
"SpongeBob"," Wow! The Mermalair!"
"Squidward"," Krakatoa! "
"SpongeBob"," Holy halibut! It's the chief!"
"Patrick","  Four!"
"Sandy","  Five!"
"Patrick"," I'll save you, Quickster, ahh! "
"Patrick","  Who's the fat kid talking to?"
"SpongeBob"," You, Patrick, she's the teacher!"
"Patrick"," Uh...uh...uh!...24! "
"Patrick"," 24. "
"SpongeBob"," Hey Patrick."
"SpongeBob"," Yes, Mrs. Puff."
"SpongeBob","  I'm a good noodle! I'm a good noodle!"
"Patrick"," I'll deal with you after class!"
"SpongeBob"," It is after class! "
"Patrick"," I hate you more."
"SpongeBob"," I'd hate you no matter what."
"Patrick"," Ohh...  Hmph!"
"Patrick"," Boating School? I thought this was Spanish class! See ya, SpongeBob. See ya, Big Fat Meanie. "
"Squidward"," No. What will you have?"
"Mr. Krabs","  Nothing, lad! Do you know what this is?!"
"Squidward"," A very dirty dollar?"
"Mr. Krabs"," Get out! Everybody get out, you're spoiling me moment!  Me millionth dollar!"
"SpongeBob"," Wow, a trip!"
"SpongeBob"," Okay! "
"Mr. Krabs","  You will? Great! Wait right here.  Here's where clam fishing gets serious!  Okay, you boys man the fishing poles and I'll keep me eyes peeled for Old Blue Lip."
"SpongeBob","  Actually, it's Coral Blue number-  three."
"Mr. Krabs","  I see. Then I guess I have no choice but to offer a reward."
"Squidward"," You're kidding?"
"SpongeBob"," What do you mean?"
"SpongeBob"," Okay. "
"Mr. Krabs","  Oh, he'll come. "
"Squidward"," Mr. Krabs, listen, I work with SpongeBob all day long, so I know what I'm talking about when I say...  you are completely out of your mind!  Get us out of here!"
"SpongeBob"," Oh, poor Mr. Krabs. Gone forever out of our lives...  Why couldn't it have been me?!"
"Mr. Krabs"," SpongeBob! What's wrong?"
"SpongeBob","  Good morning, world! I'm ready! World? "
"Squidward"," That's Tennisballs... de-derr, Tentacles! Come on, Snellie. "
"Squidward"," Patrick, that's a rock."
"Patrick"," Yeah, thanks. I know. He's got nerves of steel."
"Patrick","  A burglar!"
"SpongeBob"," No, Patrick, that's the official."
"Squidward"," Go, Snellie, you got it, baby!"
"SpongeBob","  Oh, Gary, I'm sorry! Why didn't you just say I was pushing it too hard?!"
"Patrick"," Good morning, Krusty Krew! "
"SpongeBob","  Hey Patrick! You all ready for the big night out tonight?"
"SpongeBob"," Let's continue this conversation in private, Patrick. I think some people are eavesdropping!"
"Mr. Krabs"," I couldn't help overhearin’ your big plans. And I was wondering if you had room for one more craaaaazy dude tonight, huh?"
"Mr. Krabs"," Uhh, yeah, course I know it!  Uhh... uhh..."
"Mr. Krabs"," I'm ready to par-tay! Are you ready to par-tay, SpongeBob?"
"Patrick"," I'm ready to party! Are you ready to party, Mr. Krabs?"
"Mr. Krabs"," Not yet."
"Mr. Krabs"," So, you wanna know if I can feel it?"
"Mr. Krabs","  I'm feelin' like a total barnacle head!  You think this is cool?!  How about this!  And this? Am I with it now?  You guys wouldn't know a good time if it bit you in the end! I'm goin’ home. You guys ain't cool. You're lame!"
"Mr. Krabs"," The what?"
"Mr. Krabs"," Well, count me in! If this works, I'll take back what I said about you two bein’ lame!"
"Mr. Krabs","  That's all right, lad. I certainly feel younger. "
"SpongeBob"," But, Mr. Krabs, I found that under the grill."
"Mr. Krabs"," You're not to make another Patty until that one is sold. Understand?"
"Mr. Krabs"," I don't understand! We haven't had a customer in weeks! I wonder if it's the new placemats?"
"Squidward"," What?  Placemats?! Have you lost your mind? It's that old Patty you keep trying to sell to everybody! It's gone bad."
"SpongeBob"," Because it growled at me. "
"Mr. Krabs"," Make sure you wrap up that Patty. I'm not finished with it yet! "
"Mr. Krabs"," That's not a good sign. "
"Mr. Krabs"," What do you want from me?"
"Mr. Krabs","  Oh, please, Mr. Dutchman, I don't wanna go in there! I'll do anything! Please, give me another chance!"
"Squidward"," SpongeBob, I told you what the doctor said. Mr. Krabs isn't coming back.  Now, keep quiet so I can hear the tumblers in his safe. "
"SpongeBob"," Mr. Krabs, I knew it! You're alive!  Squidward, look, it's Mr. Krabs! Isn't this too good to be true?"
"Squidward"," Me too. How are we gonna get paid?  Gee, Mr. Krabs, you sure are taking total bankruptcy well."
"Mr. Krabs"," You think I could've gotten more?"
"Squidward"," He stuck up for you and you sold him out. You should be ashamed of yourself!"
"SpongeBob"," Say no more, Mr. Krabs. You did it for the Krusty Krab. I would have done the same thing."
"Patrick"," "
"Sandy"," See, that's why you must always pay attention to the mountain."
"SpongeBob","  Everybody's an idiot except for me."
"Sandy"," Don't you have to be stupid somewhere else?"
"SpongeBob"," My what has a what now?"
"Squidward"," Is this where the line starts? "
"SpongeBob"," I won't be alone, so I've got all the friends I need right here. This is Penny...  and Chip...  and say hello to Used Napkin. "
"Sandy"," How are you gonna keep your job at the Krusty Krab? "
"SpongeBob"," Listen, I've told you but I'm never leaving my house again. "
"Patrick"," Never ever ever ever ever ever ever ever?! "
"SpongeBob","  Never ever... "
"Squidward","  No! "
"Patrick"," Aww! "
"Sandy"," Now you got to blow out the candles and make a wish. "
"Sandy","  Underwater surfing! "
"Sandy"," Patrick, that's not fun. "
"Sandy"," Now remember. Don't jump out until I give the signal! "
"Squidward"," I'm not much of a summer person, SpongeBob."
"SpongeBob","  Yeah."
"Mr. Krabs"," The money!"
"SpongeBob"," Oh."
"Mr. Krabs"," Well, during this summer break, the children wander Bikini Bottom unsupervised, their pockets lined with allowance.  Free to spend their money without any parental guidance whatsoever.  I guess that's what I like best.  Sure, I suppose some would try and take advantage of this situation by selling them toys or candy, but I sleep well at night with the knowledge that I'm providing them with something they need a nutritious meal.  Come here, you little piggies!"
"SpongeBob","  Almost closing time, Mr. K."
"Mr. Krabs"," Playground? Luring away me young customers. Warm up the boat, SpongeBob. "
"SpongeBob"," The way you drove the boat while lying on the ground was kind of cool."
"Mr. Krabs"," SpongeBob!  You're just in time for the grand unveiling of Krabby Land!"
"Mr. Krabs","  Mmm... a-ha!  Okay, money. I mean, err... children. It's time for the grand unveiling of... money! I mean, Krabby Land!  Okay, kids, now promise Uncle Krabs that if you get hungry while you're playing, you'll come inside for some delicious, nutritious Krabby Patties."
"SpongeBob","  Where is Krabby, Mr. Krabs?"
"Mr. Krabs"," I don't know. Be entertaining. "
"SpongeBob"," No, I'm not. I'm, uh...  I'm Krabby's beloved sidekick, the Krabby Patty..Umm... Burglar!"
"SpongeBob","  Okay, prepare to be blown back on your tailfins.  Ta-da!  Uh... huh."
"SpongeBob"," I got 'em right where I want 'em. "
"SpongeBob","  Ow! Ow! Ow! Ow! Ow!"
"Mr. Krabs"," Always thinking about yourself. Get out there and stall! What happened to your arms and legs, boy?"
"SpongeBob"," What are we gonna do?"
"Mr. Krabs"," Get out there and tell 'em!"
"SpongeBob"," Who do you want?"
"SpongeBob"," Yeah. "
"SpongeBob"," Aww, it doesn't matter where you are as long as you're outdoors. While all those soft city folk are safe in their beds reading books, we're out here, pitting ourselves against the formidable forces of nature. You wanna join us?"
"SpongeBob"," What?"
"SpongeBob"," Okay. Have fun inside!"
"Patrick"," Yeah, it's all crushy-looking."
"Patrick"," Pretty weenie!"
"Squidward"," No! This is relaxing. "
"Squidward"," There's no such thing! They're just a myth."
"SpongeBob"," Okay, that's easy. First off, don't play the clarinet."
"Squidward"," You're kidding."
"SpongeBob"," Never wear a sombrero..."
"Patrick"," Ever..."
"SpongeBob"," Ever..."
"SpongeBob"," No. Like that."
"Patrick"," Yeah. Sea bears often attack more than once."
"Squidward"," What attracts them?"
"Patrick"," The sound of a sea bear attack."
"SpongeBob"," Heh. Good thing we're all wearing our anti-sea-rhinoceros undergarments, heh heh. Right, Squidward?"
"SpongeBob"," Gary. Now that my horrific incident of terror is over, how about some breakfast?  The most important meal of the day, serving it up Gary's way-- pop!  Enjoy, buddy. Hmm, you know, I've been feeding this to Gary for years, and I don't even know what it tastes like.  Bleah!  Bleah!  Bleah!"
"Squidward"," SpongeBob, take it easy! I'm sure you can get a new one."
"Squidward"," SpongeBob, will you get a hold of yourself? Since when is losing your name tag the end of the world? "
"Squidward"," Oh, sure, sure.  A genius? Well, how about... Hey! "
"Mr. Krabs"," Fall in for inspection! All right, you two...  Hat and uniform seem to be in order.  Hmm, promise me you'll shave tonight and you pass."
"Squidward"," Hoorah."
"SpongeBob","  I think you'll find everything shipshape."
"Plankton"," All right, as I was saying...  Okay, we all know Sheldon's a funny name."
"Plankton","  Attention Krusty Krab management! This is your better speaking."
"Mr. Krabs"," What?! "
"Plankton"," GRASS?!? "
"Mr. Krabs"," Uh-oh.  You'll never get away with it, Plankton. "
"Plankton"," Hot dog!  Yes. It's mine! The formula's mine. After all these years, it's finally mine!  Let it be known that on this day, I, Sheldon J. Plankton, single-handedly overthrew the Krusty Krab!"
"Plankton"," Eye."
"Mr. Krabs"," Eye."
"Plankton","  ...A cup of love...!"
"Mr. Krabs"," Don't do it!"
"Mr. Krabs"," Get out of here! "
"Patrick"," You cut a hole in Farmer Jenkins' grain silo!"
"SpongeBob"," Don't remind me."
"SpongeBob"," This is it, Patrick. The physics are all here. This time, I'm gonna fly! "
"Patrick"," Okay!"
"SpongeBob"," Go!  It's working! I'm flying! "
"SpongeBob"," Go on and laugh, but it is a sad day in Bikini Bottom when a guy is ridiculed for having dreams! "
"SpongeBob","  Huh? "
"SpongeBob"," No, Gary, my dreams are silly.  Hello? No, this isn't the Bird Man of Bikini Bottom. What?  No, I certainly do not live in a birdcage. Who is this? Joe Momma? Well, listen up, Joe.  I hate to break it to you, but flying is impossible.  I have to go now. My head just hit the ceiling. Huh? Hey! Look, Gary!  I... I think I'm flying! Jellyfish Fields, here I come! "
"Mr. Krabs","  SpongeBob! Son! I need you and your magical pants!"
"SpongeBob","  Let's roll!  Where to, Mr. K?"
"Mr. Krabs"," Are you sure you're up for it, boy?"
"SpongeBob","  Yes?"
"Mr. Krabs"," My garage."
"SpongeBob","  All right, Mr. Krabs. I'll clean your garage. But after this, no more favors!  All done, Mr. Krabs."
"Patrick","  SpongeBob! SpongeBob!"
"SpongeBob","  What is it, buddy?"
"SpongeBob"," Dennis? "
"Squidward"," Another day, another migraine. Heh, heh, mi... "
"Squidward"," Yeah."
"Squidward"," How's it going, Lieutenant?"
"Squidward"," The Tattletale Strangler!  He's promised to strangle anyone who turns him in. "
"SpongeBob"," A surprise party to celebrate my perfect on-time percentage at work?  Oh, how'd you guys know?"
"SpongeBob"," How did you guys know today is my birthday?"
"SpongeBob"," Oh yeah."
"SpongeBob"," Oh my gosh, Patrick, help me find our clothes!"
"Patrick"," Don't mention what?"
"Patrick"," Lay it on me."
"SpongeBob"," OK, we're invisible, right?"
"Sandy"," I knew it was you guys! Alright, joke's over. Take off the sheets.  It is ghosts!"
"Mr. Krabs"," Stay back, I'm well-armed!"
"Mr. Krabs","  You'll never get me!"
"Mr. Krabs","  No, spirits, please! "
"SpongeBob","  Pay! "
"SpongeBob"," Mr. Krabs, thanks for being such a good sport."
"Squidward","  What? That is totally unfair!"
"Mr. Krabs"," Well, he's wrong!"
"SpongeBob"," Did you hear that, Squidward? We get to keep working and working and working without ever having to go home! I've got to pinch myself, because I must be dreaming!  Well, I'm not dreaming. "
"Mr. Krabs"," All right, everybody. The Krusty Krab is entering day 3 of non-stop service! Let's give it up for day 3!  Yee haw, day 3!"
"Mr. Krabs"," Kick it into high gear! We've got a big order!  I'm counting on you, boy. I need you to raise that spatular.  Yeah! And I need you to say, ""Team Krusty Krab!"""
"SpongeBob","  Did you hear that spatula? You, me and 10,000 Krabby Patties. And the best part? No breaks!  Wow! "
"Mr. Krabs"," Boy, I'm worried that...  Got it?"
"SpongeBob"," That's what I thought you said. Now, let me offer this as a rebuttal  Stay back! I'm warning you!"
"SpongeBob"," No, no! I want to live!  I want to live "
"SpongeBob"," Oh, but where am I going to find a psychiatrist?  Ow!  Hey, look at this! ""Dr. Peter Lankton Psychiatrist. Specializing in Krabby Patty phobias"". Gosh, I don't know about this, Krabs; wouldn't I have to miss work if I went to see...  Well, this looks like the place.  Hello? Doctor?"
