"Character","Line"
"george"," I guess so."
"jerry","  
              There's some hot air blowing in here.."
"george","  Could it be lukewarm?"
"jerry"," Too much dairy? You really 
              think I'm eating too much dairy?"
"elaine"," Uh-huh."
"jerry"," I love crampbark."
"jerry"," Cleaver, I once had cleaver 
              as a kid. I was able to lift a car."
"jerry"," Couchgrass and crampbark? 
              You know, I think that's what killed Curly."
"kramer"," Go ahead, drink it, George."
"jerry"," Excuse me, Tor. May I 
              ask you a question? You have intuitive abilities. You're in touch 
              with a lot of this cosmic kind of things.. I have this note I can't 
              read."
"kramer"," Go ahead, drink it, George."
"george","  Hey, it's 
              not too bad.."
"george","  
              I'm an eggplant! I'm an eggplant! I'm a minstrel man!"
"jerry","  Maybe he 
              doesn't like them. That's possible."
"george"," My face! My face! Get 
              me to the hospital!"
"jerry","  I'll get 
              you a Chuckle. You want me to get you a Chuckle?"
"jerry"," You're gonna fight?"
"george"," Now?! I'm a mutant!"
"kramer","  Hey, let 
              me drive."
"jerry","  Really, gentlemen, 
              please."
"george"," My heart! My heart!  Where you going? Are you crazy?!"
"kramer","  Hey, you 
              have keys?"
"george"," You can't leave! This 
              is an ambulance! This is an emergency!"
"jerry"," All this for a Chuckle."
"kramer"," What's a Chuckle?"
"jerry"," It's a jelly candy. it 
              comes in five flavors."
"elaine"," Can you let go of my 
              tongue now?"
"elaine"," Let go of my tongue!"
"elaine"," Well, I should get going.. 
               What are you 
              doing?"
"elaine"," A kiss? With the tongue? 
              The glossa with the bumps and the papillae? ..Yech, I don't think 
              so. "
"jerry"," You just can't leave him 
              out there."
"kramer"," Well, can you call him 
              an ambulance?"
"kramer"," hey, watch the road! 
              Watch the road, man!"
"jerry"," How ya doing?  Can't talk?  Hey, how'd you get the plastic one? (George raises his"
"elaine"," Oh, poor George. Oh, 
              I'm sorry, but I can't stay long. I don't want to run into Doctor 
              Tongue.. Here, I brought you something. (Takes out a pint of ice"
"jerry"," Hey, check the TV."
"jerry","  That's it! That's it! Flaming globes of Sigmond! Flaming 
              Globes of Sigmond! That's my note! tha'ts what I thought was so"
"jerry"," I have a friend who's 
              a hypochondriac, always thinks he's sick - never is. And they, you 
              have another type of person, always thinks they're well, not matter"
"jerry"," Men flip around the television more than women, I think. 
              Men get that remote control in their hands, they don't even know 
              what the hell they're watching."
"george","  She's pregnant? Leslie is pregnant?! Oh, see, 
              there is no justice."
"jerry"," She's the performance artist, right?"
"george","  Yeah, performance artist. She's a real performer. 
              A real trooper."
"jerry"," What's her husband's name, again? Chip? Kip? Skip?"
"elaine"," Todd."
"jerry"," Todd. Oh yeah.  He's a Kennedy."
"elaine"," No, he's not."
"jerry"," C'mon. He's a third cousin, or something."
"elaine"," By marriage."
"jerry"," Oh, by marriage.  We went to their wedding. You 
              should have heard him talking about Chappaquiddick - trying to blame 
              the whole thing on"
"george"," That woman was unequivocally the worst date of my life."
"elaine"," Oh, pardon me for trying to set you up with a beautiful, 
              intelligent woman."
"george"," What, you don't think I can attract beautiful, intelligent 
              women?"
"jerry"," Thin ice, George. Thin ice.."
"george","  Maybe for her new performance piece she'll 
              give birth on stage."
"elaine"," She stopped performing."
"george","  Oh, what a huge blow to the culture."
"jerry","  You believe this guy? He holds a grudge 
              like Khomeini."
"george"," She dragged me down to that warehouse on the waterfront 
              in Brooklin to see one of her ""performances""."
"jerry"," Oh, and she cooks dinner onstage for some celebrity?"
"george"," God! She's cooking dinner for God! She's yelling and screaming, 
              and the next thing I know, she throws a big can of chocolate syrup 
              all over my new red"
"elaine"," It was an accident!"
"george"," Oh, yeah, sure, accident, right. She was aiming right at 
              me like she was putting out a fire! Then, for the rest of the show, 
              I'm sitting there with chocolate all"
"jerry","  he thought he still had a shot."
"george"," And then, then, then she leaves with somebody else! Never 
              even, never even said goodbye! Never called me back.. Never apologized. 
              Nothing. Like I"
"jerry"," What ever happened with the shirt?"
"george"," I still have it. The collar's okay. I wear it under sweaters."
"elaine"," I don't know what I'm gonna do. She asked me to give her 
              a baby shower."
"jerry"," Asked you? You're not going to do that are you?"
"elaine"," anyone else, never. But, Leslie - I have a problem saying 
              no to. For some reason, I seem to want her approval."
"george"," Let Maria Shriver give her a baby shower."
"jerry"," Ask not what I can do for you - ask what you can do for 
              me."
"george","  Ich bin ein sucker."
"elaine"," Oh, would you two stop with the Kennedys? Why does everybody 
              make such a big deal about he Kennedys? What is this fascination?! 
              Who cares?! It's"
"george"," She doesn't deserve a baby shower. She deserves a baby 
              monsoon. She deserves Rosemary's baby!"
"elaine","  I do have one teeny little problem, though."
"george"," Never said goodbye. Never apologized. Nothing."
"elaine"," See, I was gonna give the shower in my apartment.."
"jerry"," But?"
"elaine"," My roommate has Lyme disease."
"jerry"," Lyme disease? I thought she had Epstein-Barr Syndrome?"
"elaine"," She has this in addition to Epstein-Barr. It's like Epstein-Barr 
              with a twist of Lyme disease."
"jerry"," How did she get Lyme disease?"
"elaine"," I don't know. She did some outdoor version of Hair in Danbury, 
              Connecticut."
"jerry"," They still do that play?"
"elaine"," It's a classic."
"jerry"," With all the nudity?"
"elaine"," I guess. She must've rolled over on a tick during the love-in."
"george","  Never said goodbye. Goodbye!"
"jerry"," Explain to me how this baby shower thing works."
"elaine"," What do you wanna know?"
"jerry"," Well, I mean, does it ever erupt into a drunken orgy of 
              violence?"
"elaine"," Rarely."
"jerry"," There's no hazing of the fetus, or anything, is there?"
"elaine"," No."
"jerry"," When is this suppose to be?"
"elaine"," Saturday."
"jerry"," Saturday?.. Well, I have a show in Buffalo on Saturday. 
              They're not gonna bust up my apartment, or anything, are they?"
"elaine"," I'll take full responsibility. You won't regret it."
"jerry"," 'Cause I've seen these pregnant women - and they sometimes 
              misjudge their fetal girth. Just like one wrong turn, and boom! 
              And entire buffet is swept off"
"george"," Someday, before I die, mark my words - I'm gonna tell that 
              woman exactly what I think of her. I'll never be able to forgive 
              myself until I do."
"jerry"," And if you do?"
"george"," I still won't be able to forgive myself - but at least 
              it won't be about this."
"kramer"," What are you doing this for? Look at you.."
"jerry"," Quiet. I'm trying to get a picture."
"kramer"," But you don't have to do this! This guy is waiting in my 
              house."
"jerry","  Leave me alone."
"kramer"," It's a one-time fee. A hundred and fifty bucks. Why live 
              like this?!"
"jerry"," I'm not getting illegal cable!"
"kramer"," Oh, so what are you gonna do? You gonna wait for the cable 
              companies to resolve their dispute? They're gonna be in court for 
              years."
"jerry"," No, I read in the paper.."
"kramer","  Oh, oh, the paper.."
"jerry"," Well, they might hook us up again."
"kramer"," Oh, God, you're so naive! All the cable companies care 
              about is the ""Big Mammoo.""  Oh, look 
              at you! You're banging things.."
"jerry"," Stop shouting! You're ruining the reception."
"kramer"," Can you hear yourself? Can, can, do you know what you're 
              saying?!"
"jerry"," What you're suggesting is illegal."
"kramer"," It's not illegal."
"jerry"," It's against the law."
"kramer"," Well, yeah."
"jerry","  Just, just, hold this. Can 
              you hold that?"
"kramer","  Look, will you at least let me 
              bring the guy over? He's an amazing man. He's a Russian immigrant. 
              He escaped the Gulag. He's"
"jerry"," A real human rights nut, huh?"
"kramer"," Yeah. He's intense, man."
"jerry"," I don't know. What if I get caught?"
"kramer"," Oh, you're not gonna get caught. Look, let me get him. 
              Man, it's the nineties, it's Hammer time! Come on, just let me get 
              him."
"jerry"," You know, why don't we wait? Because, I'm going out of town 
              tomarrow."
"kramer"," No problem. Yeah, you'll have the whole thing installed 
              by the time you get back."
"jerry","  Every time I turn on the TV, sirens 
              are gonna go off. They're gonna track me down like a dog, I know 
              it.."
"kramer"," No, no, now look now, Jerry, Jerry, it's no risk. I swear. 
              The Mets have seventy-five games on cable this year.."
"jerry","  Put it in."
"kramer"," You won't regret it.  Jerry's"
"jerry"," Seinfeld."
